epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,285.727,1.05467,0.78167,1.06227,0.93529,0.82005,0.9209,0.6232,1.10435,0.73514,1.1241,0.00121316,0.00121316,0.00121316
24,297.93,1.04566,0.79166,1.08826,0.88737,0.80318,0.88306,0.59893,1.04766,0.82258,1.10297,0.00119253,0.00119253,0.00119253
25,310.054,1.03971,0.76992,1.08222,0.89855,0.83796,0.89813,0.6128,1.06789,0.74306,1.09923,0.0011719,0.0011719,0.0011719
26,322.466,1.03971,0.74732,1.07898,0.90679,0.86651,0.91708,0.61507,1.09349,0.74361,1.12698,0.00115127,0.00115127,0.00115127
27,334.7,1.01428,0.72295,1.06673,0.89011,0.85916,0.90957,0.61766,1.03543,0.72648,1.0682,0.00113064,0.00113064,0.00113064
28,346.864,1.00858,0.71944,1.05102,0.9118,0.85255,0.91107,0.64064,1.01756,0.70972,1.09733,0.00111001,0.00111001,0.00111001
29,359.256,1.0144,0.76071,1.07251,0.92719,0.83348,0.92173,0.63126,1.07466,0.69304,1.09021,0.00108938,0.00108938,0.00108938
30,371.564,1.0179,0.72695,1.05767,0.88145,0.77918,0.9017,0.59985,1.11415,0.77779,1.13303,0.00106876,0.00106876,0.00106876
31,383.869,0.98363,0.68337,1.03551,0.93581,0.81868,0.90683,0.6229,1.09831,0.69866,1.14692,0.00104813,0.00104813,0.00104813
32,396.857,0.98364,0.69505,1.05774,0.95569,0.85077,0.94042,0.63996,1.07216,0.65217,1.1167,0.0010275,0.0010275,0.0010275
33,409.395,0.96598,0.66436,1.02545,0.93672,0.86712,0.93547,0.63663,1.06852,0.66072,1.11925,0.00100687,0.00100687,0.00100687
34,422.105,0.96614,0.65425,1.02819,0.94088,0.86175,0.95363,0.65206,1.08065,0.62266,1.10823,0.000986239,0.000986239,0.000986239
35,434.687,0.98028,0.66027,1.01944,0.95864,0.85092,0.94454,0.64512,1.0601,0.63269,1.10171,0.00096561,0.00096561,0.00096561
36,445.937,0.96717,0.67075,1.02948,0.89914,0.8401,0.92348,0.64279,1.01741,0.68477,1.0749,0.000944981,0.000944981,0.000944981
37,457.184,0.98359,0.67029,1.04425,0.93922,0.87267,0.93839,0.64613,1.03476,0.65054,1.09413,0.000924352,0.000924352,0.000924352
38,468.604,0.92033,0.63404,1.01662,0.89688,0.87928,0.92277,0.6273,1.08088,0.70704,1.11989,0.000903722,0.000903722,0.000903722
39,479.472,0.95741,0.63949,1.03345,0.91189,0.86366,0.94167,0.64423,1.04913,0.67492,1.10856,0.000883093,0.000883093,0.000883093
40,490.226,0.93664,0.62553,1.01083,0.92676,0.87703,0.94705,0.65625,1.01261,0.6551,1.07969,0.000862464,0.000862464,0.000862464
41,501.609,0.90688,0.60984,1.01511,0.87287,0.85187,0.93825,0.64467,1.02813,0.66249,1.08046,0.000841835,0.000841835,0.000841835
42,513.204,0.91828,0.60878,1.01557,0.94297,0.86092,0.93415,0.63971,1.05496,0.63491,1.09588,0.000821206,0.000821206,0.000821206
43,524.389,0.91705,0.59324,1.00762,0.93132,0.86223,0.92247,0.63549,1.05603,0.63349,1.10184,0.000800577,0.000800577,0.000800577
44,535.427,0.89237,0.57555,1.0043,0.93313,0.86022,0.94445,0.65753,1.0347,0.59403,1.08352,0.000779948,0.000779948,0.000779948
45,547.142,0.89059,0.58134,1.00058,0.87235,0.9124,0.94269,0.65666,1.00465,0.63669,1.07556,0.000759318,0.000759318,0.000759318
46,558.591,0.8617,0.5727,0.98822,0.96402,0.85628,0.93634,0.64819,1.02905,0.63545,1.07359,0.000738689,0.000738689,0.000738689
47,570.149,0.88015,0.56175,0.98796,0.94988,0.87718,0.95234,0.6677,1.05721,0.61805,1.11261,0.00071806,0.00071806,0.00071806
48,581.917,0.86957,0.56644,0.99262,0.94656,0.88498,0.96288,0.66493,1.05176,0.61426,1.09904,0.000697431,0.000697431,0.000697431
49,592.945,0.8836,0.57378,0.9996,0.9297,0.87169,0.9529,0.66522,1.03332,0.61049,1.08503,0.000676802,0.000676802,0.000676802
50,603.715,0.8623,0.54991,0.97688,0.97235,0.87587,0.95481,0.66337,1.03657,0.61802,1.07775,0.000656173,0.000656173,0.000656173
51,614.686,0.86434,0.53792,0.99813,0.93906,0.89174,0.95502,0.66519,1.00101,0.59486,1.09263,0.000635544,0.000635544,0.000635544
52,625.633,0.86847,0.54382,0.98651,0.92918,0.87613,0.93677,0.66566,1.01254,0.61368,1.10509,0.000614915,0.000614915,0.000614915
53,636.436,0.84993,0.52483,0.99613,0.93429,0.88355,0.9382,0.64813,1.05354,0.60043,1.0831,0.000594286,0.000594286,0.000594286
54,647.338,0.85821,0.54194,0.98954,0.94123,0.88273,0.93984,0.65954,1.03503,0.6263,1.08262,0.000573656,0.000573656,0.000573656
55,658.443,0.83453,0.52827,0.97206,0.90326,0.90261,0.94734,0.67028,1.03019,0.58911,1.07322,0.000553027,0.000553027,0.000553027
56,669.703,0.88506,0.55127,0.98994,0.951,0.87231,0.94463,0.64075,1.04288,0.61067,1.08977,0.000532398,0.000532398,0.000532398
57,680.837,0.82579,0.52546,0.97231,0.96284,0.87001,0.95924,0.66774,1.01231,0.5898,1.09207,0.000511769,0.000511769,0.000511769
58,691.713,0.8139,0.51202,0.97148,0.95867,0.86308,0.94813,0.66288,1.02208,0.57912,1.09223,0.00049114,0.00049114,0.00049114
59,702.633,0.78677,0.50307,0.95537,0.94849,0.85706,0.94492,0.65479,1.0315,0.58144,1.10966,0.000470511,0.000470511,0.000470511
60,713.713,0.78875,0.48694,0.94963,0.95226,0.86922,0.94976,0.67053,1.02372,0.60943,1.10634,0.000449882,0.000449882,0.000449882
61,724.868,0.80852,0.5005,0.96189,0.93925,0.88378,0.95277,0.66311,1.01185,0.58236,1.09801,0.000429253,0.000429253,0.000429253
62,735.517,0.78912,0.483,0.96625,0.95841,0.88168,0.94981,0.66903,0.99506,0.59046,1.08735,0.000408623,0.000408623,0.000408623
63,746.768,0.78764,0.50389,0.95638,0.94303,0.87613,0.95059,0.66478,1.04891,0.57956,1.11519,0.000387994,0.000387994,0.000387994
64,757.341,0.76651,0.47665,0.94868,0.94245,0.89625,0.95711,0.66976,1.0255,0.57289,1.11938,0.000367365,0.000367365,0.000367365
65,768.004,0.77044,0.47667,0.95522,0.95997,0.88991,0.96735,0.66507,1.01044,0.54127,1.10546,0.000346736,0.000346736,0.000346736
66,778.757,0.76335,0.46493,0.94382,0.95545,0.89579,0.96005,0.66024,1.01959,0.54512,1.10337,0.000326107,0.000326107,0.000326107
67,789.761,0.75288,0.46665,0.94148,0.95645,0.88794,0.95532,0.66479,1.02543,0.54123,1.10343,0.000305478,0.000305478,0.000305478
68,800.86,0.76756,0.46669,0.95917,0.95519,0.89174,0.95028,0.66377,1.01808,0.54224,1.11742,0.000284849,0.000284849,0.000284849
69,811.699,0.75953,0.47165,0.93924,0.95143,0.88029,0.94735,0.66602,1.032,0.5501,1.12254,0.00026422,0.00026422,0.00026422
70,822.275,0.73089,0.43775,0.93227,0.9543,0.88168,0.95287,0.67219,1.01663,0.54182,1.10901,0.00024359,0.00024359,0.00024359
71,843.321,0.71155,0.41844,0.9062,0.95156,0.87823,0.95254,0.66088,1.03572,0.55196,1.11517,0.000222961,0.000222961,0.000222961
72,854.064,0.70467,0.4035,0.90732,0.95163,0.88016,0.95404,0.67357,1.01218,0.56744,1.09182,0.000202332,0.000202332,0.000202332
73,864.974,0.70389,0.40408,0.91628,0.93159,0.89113,0.95025,0.67031,1.02785,0.56222,1.11977,0.000181703,0.000181703,0.000181703
74,876.136,0.6927,0.3914,0.90011,0.9646,0.88168,0.94902,0.66398,1.01568,0.54625,1.10253,0.000161074,0.000161074,0.000161074
75,887.105,0.67342,0.38623,0.89187,0.96636,0.88054,0.94783,0.66968,1.01623,0.5472,1.10437,0.000140445,0.000140445,0.000140445
76,897.961,0.68342,0.39008,0.89618,0.9365,0.89625,0.95002,0.67512,0.99327,0.55384,1.09996,0.000119816,0.000119816,0.000119816
77,908.808,0.67733,0.38673,0.89216,0.94842,0.8834,0.94981,0.67269,0.99598,0.54792,1.10021,9.91865e-05,9.91865e-05,9.91865e-05
78,920.79,0.65175,0.37325,0.89351,0.95181,0.88092,0.94782,0.66632,1.00558,0.55098,1.10519,7.85574e-05,7.85574e-05,7.85574e-05
79,931.833,0.66133,0.37681,0.90637,0.92772,0.90862,0.94881,0.67562,0.99514,0.53957,1.09886,5.79283e-05,5.79283e-05,5.79283e-05
80,942.553,0.65288,0.37279,0.89315,0.92762,0.90745,0.9502,0.67114,1.00691,0.54032,1.10929,3.72991e-05,3.72991e-05,3.72991e-05
